"SKU","UPC","DESCRIPTION","STYLE","COLOR","SIZE","WHOLESALE_PRICE","DISCONTINUED","CLEARANCE","QTY_AVAILABLE","REPLENISH_DATE"
"266","846073045131","MEN'S ZEBRA THONG","266","ZEBRA","O/S","4.5","No","No","0",""
"1104","840295119786","CROCHET MINI DRESS","1104","BLACK","O/S","6","No","No","1255",""
"1115","840295109183","CAMI, BOOTY SHORTS & KNEE HI'S","1115","PINK","O/S","7.85","No","No","77",""
"1130","840295109398","DEEP V OPAQUE TEDDY W/GARTERS","1130","BLACK","O/S","6.1","No","No","189",""
"1137","840295109534","SHEER CRISS CROSS KNEE HI'S","1137","BLACK","O/S","2","No","No","510",""
"1150","840295109428","BLACK CROCHET TEDDY","1150","BLACK","O/S","5.35","No","No","708",""
"1152","840295109190","CAMISETTE, G-STRING & HOSE","1152","BABY PINK","O/S","11","No","No","73",""
"1175","840295119809","SHEER THIGH HI W/ STAY UP LACE","1175","BLACK","O/S","4.9","No","No","702",""
"1185","840295119830","SHEER THIGH HI W/ SIDE FLORAL","1185","BLACK","O/S","4.25","No","No","91",""
"1187","840295119854","LACE THIGH HI WITH 5 INCH TOP","1187","WHITE","O/S","5.35","No","No","837",""
"1188","840295119861","CROCHET SUSPENDER PANTYHOSE","1188","BLACK","O/S","4.1","No","No","345",""
"1189","840295140483","CUBAN FOOT THIGH HI","1189","BLACK/RED","O/S","3.45","No","No","459",""
"1275","840295119885","LONG SLEEVE OPAQUE TEDDY","1275","RED","O/S","6.5","No","No","517",""
"1301","840295119892","VERTICAL STRIPED BODYSTOCKING","1301","BURGUNDY","O/S","7.4","No","No","574",""
"1304","840295119915","SUSPENDER BODYSTOCKING","1304","ROYAL BLUE","O/S","7.4","No","No","583",""
"1306","840295140490","SUSPENDER BODYSTOCKING","1306","WHITE","O/S","7","No","No","963",""
"1310","840295119953","LACE TEDDY","1310","BLACK","O/S","7.25","No","No","669",""
"1316","840295119991","FLORAL THIGH HI W/ STAY UP SIL","1316","WHITE","O/S","5.35","No","No","1105",""
"1320","840295120003","FISHNET MINI DRESS W/ CUT OUTS","1320","ROYAL BLUE","O/S","5.65","No","No","777",""
"1335","840295120058","CAMI & BOOTY SHORTS W/ ZIPPERS","1335","BLACK","O/S","7.1","No","No","494",""
"1340","840295120072","OPAQUE TEDDY W/ O RINGS","1340","BLACK","O/S","8.5","No","No","797",""
"1342","840295120089","OPAQUE & FENCE NET ROMPER","1342","BLACK","O/S","6.1","No","No","646",""
"1349","840295120096","CROCHET SUSPENDER PANTYHOSE","1349","WHITE","O/S","4.2","No","No","151",""
"1351","840295120102","FISHNET GARTER BELT HOSE","1351","BLACK","O/S","5.5","No","No","500",""
"1352","840295140506","LONG SLEEVE BODYSTOCKING","1352","BLACK","O/S","7.95","No","No","356",""
"1357","840295120119","CAMI,BOOTY SHORTS,THIGH HI'S","1357","ROYAL BLUE","O/S","8.1","No","No","973",""
"1358","840295120126","BURNOUT TEDDY W/ THIGH HI'S","1358","BURGUNDY","O/S","8.65","No","No","817",""
"1360","840295120164","CROCHET TEDDY W/ GLOVES","1360","BLACK","O/S","7.5","No","No","583",""
"1366","840295120256","CROCHET SUSPENDER BODYSTOCKING","1366","BLACK","O/S","7.6","No","No","1297",""
"1370","840295120300","SHORT SLEEVE LACE TEDDY","1370","ROYAL BLUE","O/S","7.35","No","No","962",""
"1371","840295120324","CROCHET HALTER MINI DRESS","1371","BLACK","O/S","6.9","No","No","569",""
"1372","840295120348","OPAQUE BRALETTE & BOOTY SHORTS","1372","BLACK","O/S","8.55","No","No","1129",""
"1404","846073016056","BRA, THONG & THIGH HI'S","1404","PINK/BLUE","O/S","7","No","No","1097",""
"1408","846073016070","LONG SLEEVE FENCE NET DRESS","1408","BLACK","O/S","4.45","No","No","1015",""
"1411","846073000017","CAMISETTE, G-STRING & HOSE","1411","LEOPARD","O/S","12.5","No","No","978",""
"1415","846073002950","CUPLESS MINI DRESS","1415","BLACK","O/S","4.5","No","No","954",""
"1438","846073000321","OPAQUE TEDDY","1438","BLACK","O/S","3.35","No","No","1104",""
"1439","846073000345","BLACK FISHNET TEDDY","1439","BLACK","O/S","3.95","No","No","226",""
"1448","846073000499","LACE CAMI AND THONG","1448","BLACK","O/S","4.6","No","No","405",""
"1470","846073003018","LONG SLEEVE BURNOUT TEDDY","1470","BLACK","O/S","7.5","No","No","790",""
"1475","846073048194","BURNOUT HALTER MINI DRESS","1475","BLACK","O/S","6.05","No","No","830",""
"1496","846073003032","LEOPARD SLIP MINI DRESS","1496","LEOPARD","O/S","5.95","No","No","1227",""
"1507","840295109022","SHEER LONG SLEEVE MINI DRESS","1507","NUDE/BLACK","O/S","6.25","No","No","1199",""
"1510","846073048224","BURNOUT CAMI TOP & SHORTS","1510","BLACK","O/S","6.75","No","No","514",""
"1513","840295109244","CAMI, BOOTY SHORTS, KNEE HI'S","1513","CHARTREUSE/TURQUOISE","O/S","7","No","No","321",""
"1525","846073073844","CAMISETTE, G-STRING & HOSE","1525","BLACK","O/S","11.5","No","No","699",""
"1535","846073073912","BRA, THONG & THIGH HI'S","1535","PINK/YELLOW","O/S","7","No","No","1278",""
"1541","846073073967","LACE TEDDY W/ THIGH HI'S","1541","BLACK","O/S","8.4","No","No","964",""
"1542","840295109442","LONG SLEEVE TEDDY W/THIGH HI'S","1542","PURPLE","O/S","9.15","No","No","738",""
"1546","846073090612","OPAQUE BURNOUT TEDDY W/HOSE","1546","BLACK","O/S","7.3","No","No","10","12/28/23"
"1548","846073090629","CAMI, BOOTY SHORTS & KNEE HI'S","1548","NEON PINK/NEON PURPLE","O/S","7","No","No","515",""
"1553","846073090391","CAMI TOP,THONG & THIGH WARMERS","1553","TURQUOISE","O/S","6","No","No","842",""
"1557","846073090230","SUSPENDER BODYSTOCKING","1557","NEON PINK","O/S","7.75","No","No","747",""
"1558","846073090414","LACE CAMI, SKIRT & GLOVES","1558","TURQUOISE","O/S","7.8","No","No","555",""
"1593","840295109367","LONG SLEEVE LACE ROMPER","1593","ROYAL BLUE","O/S","8.2","No","No","109",""
"1637","840295109107","FISHNET SUSPENDER BODYSTOCKING","1637","PURPLE","O/S","4.35","No","No","97","03/01/24"
"1650","840295109138","GEOMETRIC NET BODYSTOCKING","1650","BLACK","O/S","7.6","No","No","695",""
"1658","840295109169","STRAPPY BODYSTOCKING","1658","PURPLE","O/S","7.3","No","No","1068",""
"1684","846073090261","OPEN BUST NET BODYSTOCKING","1684","NEON PINK","O/S","6.35","No","No","838",""
"1689","846073090322","FISHNET & LACE BODYSTOCKING","1689","BLACK","O/S","8.25","No","No","1561",""
"1690","846073090278","ZEBRA LONG SLEEVE BODYSTOCKING","1690","NUDE/BLACK","O/S","8.15","No","No","0",""
"1695","846073090292","HALTER SUSPENDER BODYSTOCKING","1695","PURPLE","O/S","7.75","No","No","758","04/05/19"
"1787","846073090667","SHEER THIGH HI W/LEOPARD TOP","1787","BLACK","O/S","3.4","No","No","532",""
"1791","846073090506","WHITE/BLUE THIGH HI W/LACE TOP","1791","WHITE/BLUE","O/S","2.4","No","No","1239",""
"1792","846073090513","LACE THIGH HI W/BACK SEAM","1792","BLACK","O/S","4.2","No","No","1206",""
"1793","840295109565","SHEER SUSPENDER PANTYHOSE","1793","BLACK","O/S","2.9","No","No","768",""
"1813","846073090353","SHEER THIGH HI W/LACE APPLIQUE","1813","BLACK","O/S","2.75","No","No","562",""
"1825","846073074278","FOOTLESS NET THIGH HI W/ LACE","1825","BLACK","O/S","3.25","No","No","148",""
"1827","840295109596","FISHNET/FLORAL PANTYHOSE","1827","BLACK","O/S","4","No","No","193",""
"1835","840295109633","PANTYHOSE W/THIGH DETAIL","1835","BLACK","O/S","4.2","No","No","398",""
"1841","846073074223","SHEER PANTYHOSE W/CRISS CROSS","1841","BLACK","O/S","3.9","No","No","251",""
"1879","846073048439","OPAQUE THIGH HI LEG WARMERS","1879","BLACK","O/S","1.7","No","No","87",""
"1887","846073090735","CUBAN FOOT THIGH HI W/LACE TOP","1887","NUDE","O/S","4.35","No","No","696",""
"1890","846073048484","FISHNET HOSE W/RHINESTONE SEAM","1890","BLACK","O/S","2.95","No","No","44",""
"1895","846073090759","LACE SUSPENDER PANTYHOSE","1895","BLACK","O/S","4.35","No","No","0",""
"1896","846073048842","FENCE NET PANTYHOSE W/ PANTY","1896","BLACK","O/S","5.1","No","No","786",""
"1899","840295101453","BITE ME, WHIP ME, TEASE ME THI","1899","BLACK","O/S","3.25","No","No","826",""
"2472","840295104003","BLACK LACE V SHAPE THONG","2472","BLACK","O/S","3.25","No","No","460",""
"2473","840295104010","BLACK LACE G-STRING W/CHAINS","2473","BLACK","O/S","2.95","No","No","507",""
"2501","840295127118","MESH W/LACE CROTCHELSS PANTY","2501","BLACK","O/S","4.75","No","No","192",""
"2687","840295104393","BLACK THONG WITH O RING DETAIL","2687","BLACK","O/S","2.95","No","No","27",""
"2688","840295104072","BLACK HALTER TOP","2688","BLACK","O/S","4.75","No","No","372",""
"2882","846073043083","LEOPARD MESH CROTCHLESS PANTY","2882","LEOPARD","O/S","3.75","No","No","748",""
"2905","840295101514","MEN'S OWL POUCH","2905","GREY","O/S","5.5","No","No","1621",""
"2906","840295101521","MEN'S DUCK POUCH","2906","GREY","O/S","5","No","No","89",""
"2908","840295101538","MEN'S DOG POUCH","2908","YELLOW","O/S","5","No","No","48",""
"2914","840295101545","MEN'S STORK POUCH","2914","WHITE","O/S","5.5","No","No","662",""
"2918","840295101552","MEN'S PIG POUCH","2918","PINK","O/S","5","No","No","681",""
"2987","840295127125","LACE THONG W/ KEYHOLE & BOW","2987","RED","O/S","3.95","No","No","446",""
"2997","840295130392","LACE THONG","2997","RED","O/S","4.5","No","No","478",""
"4674","846073045223","MEN'S ALLIGATOR POUCH","4674","GREEN","O/S","6.5","No","No","0",""
"5484","840295114033","CUPLESS BRA & CROTCHLESS PANTY","5484","BLACK/RED","O/S","8.95","No","No","765",""
"8005","840295102573","CUPLESS MINI DRESS WITH HOOD","8005","NEON PINK","O/S","7.6","No","No","883",""
"8006","840295098753","PUT OUT MY FIRE COSTUME","8006","BLACK","O/S","12.95","No","No","0","01/28/24"
"8011","840295102580","CROCHET BODYSTOCKING WITH HOOD","8011","NEON ORANGE","O/S","8.2","No","No","239",""
"8014","840295098777","HEART BREAKER NURSE COSTUME","8014","WHITE","O/S","12.95","No","No","175",""
"8015","840295098548","TURQ. MID LENGTH BODYSTOCKING","8015","TURQUOISE","O/S","6.5","No","No","611","09/01/20"
"8018","840295102665","FRINGE CAMI TOP AND G-STRING","8018","BLACK","O/S","9.99","No","No","378",""
"8045","840295098722","2 PC. SWIMWEAR SET","8045","NEON PINK","O/S","8.95","Yes","No","0",""
"8503","846073076661","LONG SLEEVE BODYSTOCKING","8503","BLACK","O/S","6.69","No","No","563",""
"8504","846073076210","SUSPENDER THONG","8504","BLACK","O/S","2.55","No","No","91","11/27/23"
"8509","846073076371","DEEP V FISHNET BODYSTOCKING","8509","RED","O/S","4.25","No","No","0",""
"8512","846073076647","DEEP V MINI DRESS","8512","LEOPARD","O/S","6.85","No","No","601",""
"8517","846073076227","NET SUSPENDER PANTYHOSE","8517","BLACK","O/S","3.99","No","No","665",""
"8527","846073076203","CUPLESS LACE DRESS","8527","BLACK","O/S","6.5","No","No","906",""
"8543","846073076838","LACE GARTER BELT","8543","BLACK","O/S","4.99","No","No","319",""
"8549","846073076616","BODYSTOCKING W/ SATIN BOWS","8549","LEOPARD","O/S","6.25","No","No","482",""
"8584","846073076142","FISHNET TEDDY","8584","NEON PINK","O/S","4.6","No","No","294",""
"8590","846073076296","CROCHET FOOTLESS BODYSTOCKING","8590","BLACK","O/S","6.99","No","No","1117",""
"8596","846073076401","LACE BODYSTOCKING","8596","WHITE","O/S","5.6","No","No","731",""
"8619","846073076609","THIGH HI WITH LACE TOP","8619","LEOPARD","O/S","3.65","No","No","279",""
"8630","846073076692","MINI DRESS WITH LACE SKIRT","8630","LEOPARD","O/S","6.99","No","No","480",""
"8641","846073076944","MINI DRESS W/ LACE SKIRT","8641","SNAKESKIN","O/S","6.4","No","No","654",""
"8646","846073076999","BLACK FRINGE CAMI AND G-STRING","8646","BLACK","O/S","5.99","No","No","679",""
"8657","846073081801","READY FOR RECESS COSTUME","8657","RED PLAID","O/S","11","No","No","789",""
"8659","846073081795","MILE HIGH MISTRESS COSTUME","8659","NAVY","O/S","14.95","No","No","246","02/18/21"
"8668","846073081825","HAREM HOTTIE COSTUME","8668","TURQUOISE","O/S","13.95","No","No","650",""
"8671","846073081856","PRISONER OF LOVE COSTUME","8671","BLACK/WHITE","O/S","9.99","No","No","128",""
"8688","846073081863","FOOTBALL FANTASY COSTUME","8688","BLACK","O/S","12.95","No","No","1043",""
"8691","846073082075","BRA TOP, THONG & STOCKINGS","8691","BLACK/RED","O/S","6.99","No","No","948",""
"8715","846073081948","MAID TO ORDER COSTUME","8715","BLACK/WHITE","O/S","8.95","No","No","701",""
"8720","846073075923","DETENTION DRAMA COSTUME","8720","RED PLAID","O/S","10.95","No","No","844",""
"8722","846073081979","BLK. TEDDY WITH CUT OUT DETAIL","8722","BLACK","O/S","6.99","No","No","705",""
"8737","846073082457","DIAMOND NET CAMI TOP & LEGGING","8737","BLACK","O/S","9.49","No","No","443",""
"8743","846073082495","CUPLESS TEDDY W/ OPEN BACK","8743","BLACK","O/S","8.75","No","No","70",""
"8752","846073088480","CROCHET FOOTLESS BODYSTOCKING","8752","NEON BLUE","O/S","6.99","No","No","26",""
"8799","846073082570","LONG SLEEVE LACE MINI DRESS","8799","BLACK","O/S","8.99","No","No","1017",""
"8863","846073088398","CROCHET MINI DRESS W/ HOOD","8863","BLACK","O/S","7.7","No","No","876","04/15/22"
"8909","846073088435","OPAQUE POTHOLE MINI DRESS","8909","BLACK","O/S","8.7","No","No","480",""
"8914","846073088442","BODYSTOCKING W/ CUTOUT SIDES","8914","BLACK","O/S","8","No","No","919",""
"8918","840295098791","CAMPUS FLIRT SCHOOL GIRL COSTU","8918","BLUE PLAID","O/S","13.95","No","No","466",""
"8921","840295102474","MINI DRESS WITH POTHOLE DETAIL","8921","MULTI","O/S","9.15","No","No","614",""
"8923","840295102481","CAMI TOP AND BOOTY SHORTS","8923","MULTI","O/S","9.99","No","No","822",""
"8949","840295101699","2 PC. SWIMWEAR SET","8949","TURQUOISE","O/S","6.95","No","No","856",""
"8952","840295098739","2 PC. SWIMWEAR SET","8952","LEOPARD","O/S","7.95","No","No","768",""
"8959","840295101729","2 PC. SWIMWEAR SET","8959","NEON PINK","O/S","8.95","No","No","921",""
"8960","840295101736","2 PC. SWIMWEAR SET","8960","BLACK","O/S","7.95","No","No","859",""
"8965","840295101767","2 PC. SWIMWEAR SET","8965","NEON PINK","O/S","7.95","No","No","0",""
"8966","840295101774","2 PC. SWIMWEAR SET","8966","SILVER","O/S","8.95","No","No","350",""
"11018","840295131405","MESH GARTERBELT","11018","BLACK","O/S","6.75","No","No","774",""
"12001","840295129884","CROCHET SUSPENDER BODYSTOCKING","12001","BLACK","O/S","6.95","No","No","78",""
"12002","840295129891","CROCHET MINI DRESS & GLOVES","12002","WHITE","O/S","6.95","No","No","692",""
"12003","840295129907","LACE BRALETTE PANTY KNEE HI'S","12003","PURPLE","O/S","6.95","No","No","772",""
"12005","840295129921","CROCHET BODYSTOCKING","12005","WHITE","O/S","7.5","No","No","1214",""
"12006","840295129938","SHEER THIGH HI W/ LACE TOP","12006","BLACK","O/S","4.95","No","No","900",""
"12007","840295129945","CROCHET TEDDY W/STOCKINGS","12007","BLACK","O/S","8.95","No","No","454",""
"12008","840295129952","CUPLESS TEDDY W/STOCKINGS","12008","PURPLE","O/S","8.95","No","No","733",""
"12009","840295129976","3PC MESH SET","12009","BLACK","O/S","10.95","No","No","401",""
"12010","840295129983","LONG SLEEVE TEDDY W/SNAPCROTCH","12010","BLACK","O/S","6.95","No","No","874",""
"12011","840295129990","LACE MINI DRESS","12011","BLACK","O/S","6.95","No","No","661",""
"12012","840295130002","CUPLESS LACE MINI DRESS","12012","HOT PINK","O/S","6.25","No","No","1138",""
"12013","840295130019","CROCHET DRESS W/ HOLES","12013","BURGUNDY","O/S","6.95","No","No","514",""
"12014","840295130026","FISHNET BRALETTE & PANTY","12014","ROYAL BLUE","12014","6.75","No","No","547",""
"12015","840295130033","CROCHET CUPLESS SUSP BODY STOC","12015","BLACK","O/S","7.35","No","No","94","01/30/24"
"12017","840295130057","CROTCHLESS PANTYHOSE W/BACK SE","12017","BLACK","O/S","3","No","No","129",""
"12018","840295130064","FISHNET THIGH HI W/SILICON LAC","12018","BLACK","O/S","3.9","No","No","1097",""
"12019","840295130071","OPAQUE THIGH HI W/SILICON LACE","12019","BLACK","O/S","4.4","No","No","112",""
"12020","840295130088","FENCE NET GARTER BELT & THIGH","12020","BLACK","O/S","4.75","No","No","807",""
"12021","840295130101","CROCHET NET BODYSTOCKING","12021","RED","O/S","4.75","No","No","771",""
"12022","840295130125","LACE LONG SLEEVE TEDDY WITH SN","12022","BLACK","O/S","7.6","No","No","639",""
"12023","840295130132","2 PIECE POT HOLE SET","12023","BLACK","O/S","8.2","No","No","1009",""
"12024","840295130149","NYLON SPANDEX SHEER HOSE","12024","BLACK","O/S","3.15","No","No","654",""
"12026","840295130163","DIAMOND NET W/BACKSEAM","12026","BLACK","O/S","4.4","No","No","384",""
"12027","840295130187","HOSE/CLOTHING 2PC POTHOLE SET","12027","RED","O/S","6.95","No","No","156",""
"12028","840295130194","SHEER RHINESTONE BACKSEAM W/ T","12028","BLACK","O/S","4.15","No","No","353",""
"12030","840295130194","SHEER THIGH HI W/SILICONE TOP","12030","BLACK","12030","4.95","No","No","807",""
"12031","840295130224","FISHNET THIGH HI W/ LACE & TOP","12031","BLACK","O/S","3.75","No","No","477",""
"12033","840295130248","2 PC STRAPPY OPAQUE SET","12033","BLACK","O/S","8.15","No","No","596",""
"12034","840295130255","OPAQUE & NET FOOTLESS B/S","12034","ROYAL","O/S","7.45","No","No","1176",""
"12035","840295130262","STRIPED THIGH HI WITH LACE TOP","12035","BLACK","O/S","4.1","No","No","1127",""
"12036","840295140544","CROCHET THIGH HI","12036","BLACK","O/S","3.5","No","No","1003",""
"12037","840295130569","BABYDOLL & G-STRING","12037","RED","O/S","10.95","No","No","809",""
"12041","840295140551","CHEVRON STRIPED BODYSTOCKING","12041","ROYAL BLUE","O/S","7.75","No","No","915",""
"12042","840295140568","LACE BABYDOLL","12042","BURGUNDY","O/S","7.95","No","No","87",""
"12043","840295140575","SUSPENDER BODYSTOCKING","12043","PURPLE","O/S","7.65","No","No","37",""
"12044","840295140582","CROCHET BODYSTOCKING","12044","BLACK","O/S","7.25","No","No","25",""
"12050","840295140599","SUSPENDER PANTYHOSE","12050","BLACK","O/S","4.25","No","No","624",""
"12051","840295135588","SUSPENDER BODYSTOCKING","12051","RED","O/S","7.45","Yes","No","0",""
"12056","840295140612","MINI DRESS","12056","MIDNIGHT BLUE","O/S","4.95","No","No","902",""
"12057","840295140629","LONG SLEEVE OPAQUE ROMPER","12057","BLACK","O/S","4.95","No","No","436",""
"12059","840295148397","CROCHET CROPPED BODYSTOCKING","12059","BLACK","O/S","7.75","No","No","951",""
"12060","840295140636","BOOBLESS ROMPER W/ GOLVES","12060","BLACK","O/S","8.95","No","No","647",""
"12063","840295140643","CROCET MINI DRESS & GLOVES","12063","DUSKY JADE","O/S","6.95","No","No","349",""
"12065","840295140650","DIAMOND NET TEDDY & THIGH HI'S","12065","WHITE","O/S","8.95","No","No","466","06/01/21"
"12071","840295139876","MIDNIGHT BLUE FISHNET BODYSTOC","12071","MIDNIGHT BLUE","O/S","7.35","No","No","120",""
"12073","840295140667","SUSPENDER BODYSTOCKING","12073","DEEP LAVENDER","O/S","7.25","Yes","No","0",""
"12074","840295140674","LACE BODYSTOCKING","12074","DUSKY JADE","O/S","8","No","No","923",""
"12076","840295140681","LACE TEDDY W/ THIGH HI'S","12076","DUSKY JADE","O/S","7.5","No","No","696",""
"12077","840295148403","CROCHET BODYSTOCKING","12077","BLACK","O/S","8.25","No","No","694",""
"12079","840295148410","CROCHET BODYSTOCKING","12079","BLACK","O/S","8.25","No","No","966",""
"12082","840295148434","CAMI TOP & LEGGINGS","12082","BLACK","O/S","8.75","No","No","639",""
"12083","840295140698","FISHNET & OPAQUE TEDDY & HOSE","12083","BLACK","O/S","6.95","No","No","246",""
"12085","840295140704","LONG SLEEVE TEDDY","12085","WHITE","O/S","9.5","No","No","341","06/01/21"
"12087","840295140711","FENCE NET CAMI TOP & LEGGINGS","12087","ROYAL BLUE","O/S","7.35","No","No","1140",""
"12088","840295140728","LACE TEDDY","12088","ROYAL BLUE","O/S","6.95","No","No","392",""
"12092","840295140735","DIAMOND NET BRA TOP & LEGGINGS","12092","TURQUOISE","O/S","7.25","No","No","1065",""
"12093","840295140742","LONG SLEEVE TEDDY & THIGH HI'S","12093","BLACK","O/S","9.75","No","No","565",""
"12094","840295148458","CROCHET  BODYSTOCKING","12094","ROYAL BLUE","O/S","8.25","No","No","925",""
"12095","840295140759","FISHNET TEDDY & GLOVES","12095","JADE","O/S","8.75","No","No","198",""
"12098","840295141176","CAMISETTE & STOCKING","12098","RED","O/S","11.5","No","No","400",""
"12099","840295148472","LONG SLEEVE MINI DRESS","12099","RED","O/S","6.95","No","No","850",""
"12100","840295140766","CAMI TOP & LEGGINGS","12100","MULTICOLOR","O/S","8.65","No","No","1128",""
"12101","840295140773","TEDDY W/ GLOVES","12101","MULTICOLOR","O/S","8.5","No","No","1060",""
"12102","840295148489","DEEP V BODYSTOCKING","12102","MULTICOLOR","O/S","9","No","No","888",""
"12104","840295148502","TEDDY & STOCKINGS","12104","BLACK","O/S","8.5","No","No","910",""
"12106","840295140780","SUSPENDER PANTYHOSE","12106","BLACK","O/S","4.3","No","No","241",""
"12107","840295140797","LONG SLEEVE CAMI & SHORTS","12107","MIDNIGHT BLUE","O/S","7.95","No","No","526",""
"12108","840295140803","LONG SLEEVE TEDDY","12108","MIDNIGHT BLUE","O/S","7.25","No","No","509",""
"12109","840295140810","TEDDY","12109","LEOPARD","O/S","7.75","No","No","584",""
"12110","840295140827","CROCHET BODYSTOCKING","12110","BLACK","O/S","7.25","No","No","85","03/01/24"
"12111","840295140834","SUSPENDER PANTYHOSE","12111","BLACK","O/S","4.3","No","No","537",""
"12112","840295140841","LEGGINGS","12112","BLACK","O/S","3.75","No","No","976",""
"12113","840295140858","THIGH HI W/BACK SEAM","12113","BLACK","O/S","2.25","No","No","919",""
"12114","840295140865","SHEER THIGH HI W/FLORAL DESIGN","12114","BLACK","O/S","4.5","No","No","118",""
"12115","840295140872","STRIPED THIGH HI","12115","NUDE/BLACK","O/S","4.3","No","No","1010",""
"12118","840295148519","CROCHET BODYSTOCKING","12118","BLACK","O/S","8.25","No","No","864",""
"12119","840295148526","ZIG ZAG THIGH HI'S","12119","BLACK","O/S","3.65","No","No","1149",""
"12122","840295148533","SHEER THIGH HI W/ LACE TOP","12122","MIDNIGHT BLUE","O/S","4.45","No","No","1145",""
"12123","840295148540","SHEER & OPAQUE BODYSTOCKING","12123","MIDNIGHT BLUE","O/S","8.25","No","No","696",""
"12125","840295148564","CAMISETTE G-STRING STOCKING","12125","DARK JADE","O/S","11","No","No","1045",""
"12129","840295148571","BANDAGE DESIGN THIGH HI","12129","BLACK","O/S","3.5","No","No","1089",""
"12130","840295148588","LONG SLEEVE TEDDY & STOCKINGS","12130","LIGHT AQUA","O/S","9.75","No","No","333",""
"12133","840295148595","CAMI & LEGGINGS","12133","MIDNIGHT BLUE","O/S","7.95","No","No","833",""
"12135","840295148601","BRA, G-STRING & GARTER BELT","12135","BLACK","O/S","8.95","No","No","1089",""
"12137","840295148625","LONG SLEEVE SUSPENDER BODYSTOC","12137","MIDNIGHT BLUE","O/S","8.25","No","No","579",""
"12139","840295148632","SUSPENDER PANTYHOSE","12139","BLACK","O/S","4.65","No","No","843",""
"12142","840295148649","TEDDY & STOCKINGS","12142","RED","O/S","8.95","No","No","761",""
"12144","840295148663","TEDDY & STOCKINGS","12144","BLACK","O/S","9.25","No","No","946",""
"12145","840295148670","TEDDY & STOCKINGS","12145","MERLOT","O/S","8.95","No","No","1005",""
"12146","840295148687","TEDDY & STOCKINGS","12146","WHITE","O/S","10.25","No","No","532",""
"12151","840295148700","DIAMOND NET THIGH HI","12151","NEON PINK","O/S","3.7","No","No","828",""
"12152","840295148717","CROCHET THIGH HI","12152","NEON PURPLE","O/S","3.7","No","No","1041",""
"12157","840295148724","SUSPENDER HOSE","12157","NEON PURPLE","O/S","4.5","No","No","872",""
"12163","840295148731","SUSPENDER BODYSTOCKING","12163","WHITE","O/S","8.25","No","No","0","12/28/23"
"12167","840295148748","BRA, THONG & STOCKINGS","12167","PURPLE/NEON GREEN","O/S","7","No","No","148","12/28/23"
"13005","840295126081","CUPLESS LACE TEDDY W/THIGH HI","13005","RED","O/S","8.75","No","No","797",""
"20041","840295146584","CROTCHLESS PANTY","20041","BUFFALO PLAID","O/S","3.95","No","No","785","08/20/22"
"55022","840295128924","OPEN BRA & CROTCHLESS G-STRING","55022","BLACK","O/S","8.95","No","No","946",""
"55065","840295146256","OPEN BRA/CROTCHLESS PANTY/GLOV","55065","BLACK/RED","O/S","12.95","No","No","358",""
"81259","840295098272","LACE TEDDY AND KNEE HI'S","81259","BABY PINK","O/S","6.99","No","No","771",""
"81270","840295098470","STRAPPY LACE TEDDY & EYE MASK","81270","BLACK","O/S","6.99","No","No","703",""
"81279","840295098494","CAMI TOP AND LEGGINGS","81279","RED","O/S","7.35","No","No","173",""
"81280","840295098647","2 PC. SWIMWEAR SET","81280","BLACK","O/S","8.95","No","No","641",""
"81281","840295098654","2 PC. SWIMWEAR SET","81281","NEON PINK","O/S","9.95","No","No","1573",""
"81282","840295098661","2 PC. SWIMWEAR SET","81282","CHARTREUSE","O/S","6.95","No","No","513",""
"81283","840295098678","2 PC. SWIMWEAR SET","81283","NEON PINK","O/S","10.95","No","No","103","02/25/24"
"81284","840295098685","2 PC. SWIMWEAR SET","81284","ROYAL BLUE","O/S","6.95","No","No","365",""
"81285","840295098692","2 PC. SWIMWEAR SET","81285","ROYAL BLUE","O/S","9.95","No","No","734",""
"81288","840295098517","SEAMLESS CROCHET MINI DRESS","81288","BLACK","O/S","5.55","No","No","1003",""
"81290","840295098289","CAMI, BOOTY SHORTS, ANKLETS","81290","BABY PINK","O/S","6.99","No","No","502",""
"81339","840295125145","SHORT SLEEVE BODYSTOCKING","81339","BLACK","O/S","7.95","No","No","124",""
"81646","840295098531","CUPLESS BODYSTOCKING","81646","WHITE","O/S","6.99","No","No","698",""
"82023","840295114620","DEEP V HALTER STYLE ROMPER","82023","TIE DYE","O/S","7.99","No","No","183",""
"82024","840295125480","SEXY SAILOR COSTUME","82024","ROYAL BLUE","O/S","11.95","No","No","500",""
"82030","840295145129","TREASURE HUNTER","82030","BLACK","O/S","12.95","No","No","1086",""
"82031","840295125497","ROWDY REFEREE COSTUME","82031","BLACK/WHITE","O/S","10.95","No","No","1151",""
"82037","840295120515","2 PC. SWIMWEAR SET","82037","POLKA DOT","O/S","8.49","No","No","35",""
"82041","840295134635","2 PC SWIMWEAR SET","82041","CHARTREUSE","O/S","10.95","No","No","969",""
"82043","840295120522","2 PC. SWIMWEAR SET","82043","POLKA DOT","O/S","7.99","No","No","218",""
"82044","840295125381","2 PC. SWIMWEAR SET","82044","PURPLE","O/S","9.95","No","No","372",""
"82047","840295114255","DEEP V FOOTLESS BODYSTOCKING","82047","RED","O/S","7.85","No","No","603",""
"82050","840295120539","2 PC. SWIMWEAR SET","82050","CHARTREUSE","O/S","10.95","No","No","0",""
