"SKU","UPC","DESCRIPTION","STYLE","COLOR","SIZE","WHOLESALE_PRICE","DISCONTINUED","CLEARANCE","QTY_AVAILABLE","REPLENISH_DATE"
"5754B-32","846073041713","MESH BRA SET","5754","BLACK","32","16.95","No","No","0","08/05/21"
"5754B-34","846073041720","MESH BRA SET","5754","BLACK","34","16.95","No","No","13",""
"5754B-36","846073005265","MESH BRA SET","5754","BLACK","36","16.95","No","No","4","08/05/21"
"5754B-38","846073041744","MESH BRA SET","5754","BLACK","38","16.95","No","No","33","07/10/20"
"5754XB-40","846073041751","MESH BRA SET","5754X","BLACK","40","17.95","No","No","0","08/05/21"
"5754XB-42","846073041768","MESH BRA SET","5754X","BLACK","42","17.95","No","No","31","08/05/21"
"5754XB-44","846073041775","MESH BRA SET","5754X","BLACK","44","17.95","No","No","37",""
"5754XW-40","846073041829","MESH BRA SET","5754X","WHITE","40","17.95","No","No","78",""
"5754XW-42","846073041836","MESH BRA SET","5754X","WHITE","42","17.95","No","No","96",""
"5754XW-44","846073041843","MESH BRA SET","5754X","WHITE","44","17.95","No","No","48",""
"6160-L","840295144436","SATIN MINI SKIRT","6160","BLACK","L","10.95","No","No","7",""
"6160-M","840295144429","SATIN MINI SKIRT","6160","BLACK","M","10.95","No","No","19",""
"6160-S","840295144412","SATIN MINI SKIRT","6160","BLACK","S","10.95","No","No","27",""
"6160-XL","840295144443","SATIN MINI SKIRT","6160","BLACK","XL","10.95","No","No","7",""
"6162-L","840295147987","SATIN PLEATED SKIRT","6162","BLACK","L","9.95","No","No","23",""
"6162-M","840295147970","SATIN PLEATED SKIRT","6162","BLACK","M","9.95","No","No","19",""
"6162-S","840295147963","SATIN PLEATED SKIRT","6162","BLACK","S","9.95","No","No","20",""
"6162-XL","840295147994","SATIN PLEATED SKIRT","6162","BLACK","XL","9.95","No","No","28",""
"6223PU-L","840295100081","MINI SKIRT WITH SIDE ZIPPER","6223","PURPLE PLAID","L","7.95","No","No","127",""
"6223PU-M","840295100074","MINI SKIRT WITH SIDE ZIPPER","6223","PURPLE PLAID","M","7.95","No","No","116",""
"6223PU-S","840295100067","MINI SKIRT WITH SIDE ZIPPER","6223","PURPLE PLAID","S","7.95","No","No","155",""
"6223PU-XL","840295100098","MINI SKIRT WITH SIDE ZIPPER","6223","PURPLE PLAID","XL","7.95","No","No","49",""
"6223R-L","840295123837","MINI SKIRT WITH SIDE ZIPPER","6223","RED PLAID","L","7.95","No","No","139",""
"6223R-M","840295123820","MINI SKIRT WITH SIDE ZIPPER","6223","RED PLAID","M","7.95","No","No","82",""
"6223R-S","840295123813","MINI SKIRT WITH SIDE ZIPPER","6223","RED PLAID","S","7.95","No","No","114",""
"6223R-XL","840295123844","MINI SKIRT WITH SIDE ZIPPER","6223","RED PLAID","XL","7.95","No","No","39",""
"6223T-L","846073083829","MINI SKIRT WITH SIDE ZIPPER","6223","TURQUOISE PLAID","L","7.95","No","No","128",""
"6223T-M","846073083812","MINI SKIRT WITH SIDE ZIPPER","6223","TURQUOISE PLAID","M","7.95","No","No","151",""
"6223T-S","846073083805","MINI SKIRT WITH SIDE ZIPPER","6223","TURQUOISE PLAID","S","7.95","No","No","172",""
"6223T-XL","846073083836","MINI SKIRT WITH SIDE ZIPPER","6223","TURQUOISE PLAID","XL","7.95","No","No","44",""
"6223-L","846073083782","MINI SKIRT WITH SIDE ZIPPER","6223","BLACK","L","7.95","No","No","16","03/01/24"
"6223-M","846073083775","MINI SKIRT WITH SIDE ZIPPER","6223","BLACK","M","7.95","No","No","37","03/01/24"
"6223-S","846073083768","MINI SKIRT WITH SIDE ZIPPER","6223","BLACK","S","7.95","No","No","17","03/01/24"
"6223-XL","846073083799","MINI SKIRT WITH SIDE ZIPPER","6223","BLACK","XL","7.95","No","No","31","03/01/24"
"6528X-1X/2X","846073056007","BLACK MINI SKIRT WITH PLEATS","6528X","BLACK","1X/2X","9","No","No","128","08/21/22"
"6528X-3X/4X","846073056014","BLACK MINI SKIRT WITH PLEATS","6528X","BLACK","3X/4X","9","No","No","164",""
"6528-M/L","846073042468","BLACK MINI SKIRT WITH PLEATS","6528","BLACK","M/L","8","No","No","266",""
"6528-S/M","846073042451","BLACK MINI SKIRT WITH PLEATS","6528","BLACK","S/M","8","No","No","267",""
"6935B-LSALE","846073088824","LYCRA HOT PANTS","6935","BLACK","L","3","Yes","No","0",""
"7252X-1X","840295116860","TEDDIETTE W/ DEEP V FRONT","7252X","WINE","1X","11.95","No","No","180","07/08/21"
"7252X-2X","840295116877","TEDDIETTE W/ DEEP V FRONT","7252X","WINE","2X","11.95","No","No","150",""
"7252X-3X","840295116884","TEDDIETTE W/ DEEP V FRONT","7252X","WINE","3X","11.95","No","No","176",""
"7252-L","840295116853","TEDDIETTE W/ DEEP V FRONT","7252","WINE","L","10.95","No","No","159",""
"7252-M","840295116396","TEDDIETTE W/ DEEP V FRONT","7252","WINE","M","10.95","No","No","153","03/05/19"
"7252-S","840295116389","TEDDIETTE W/ DEEP V FRONT","7252","WINE","S","10.95","No","No","124","06/13/19"
"7257-L","840295146966","TEDDY","7257","WHITE","L","12.95","No","No","167",""
"7257-M","840295146959","TEDDY","7257","WHITE","M","12.95","No","No","154","01/15/23"
"7257-S","840295146942","TEDDY","7257","WHITE","S","12.95","No","No","158","01/15/23"
"7257-XL","840295146973","TEDDY","7257","WHITE","XL","12.95","No","No","183",""
"7266X-1X","840295122281","EYELASH LACE PLUNGE ROMPER","7266X","ROYAL BLUE","1X","15.95","No","No","232","12/30/18"
"7266X-2X","840295122298","EYELASH LACE PLUNGE ROMPER","7266X","ROYAL BLUE","2X","15.95","No","No","160","10/29/10"
"7266X-3X","840295122304","EYELASH LACE PLUNGE ROMPER","7266X","ROYAL BLUE","3X","15.95","No","No","214","10/29/10"
"7266-L","840295122274","EYELASH LACE PLUNGE ROMPER","7266","ROYAL BLUE","L","14.95","No","No","231","11/02/19"
"7266-M","840295122267","EYELASH LACE PLUNGE ROMPER","7266","ROYAL BLUE","M","14.95","No","No","185","11/02/19"
"7266-S","840295122250","EYELASH LACE PLUNGE ROMPER","7266","ROYAL BLUE","S","14.95","No","No","192","04/30/21"
"7277B-L","840295123943","BLACK LACE TEDDY","7277","BLACK","L","13.95","No","No","129",""
"7277B-M","840295123936","BLACK LACE TEDDY","7277","BLACK","M","13.95","No","No","0",""
"7277B-S","840295123929","BLACK LACE TEDDY","7277","BLACK","S","13.95","No","No","0","02/23/21"
"7277RO-L","840295131115","ROYAL LACE TEDDY","7277","ROYAL BLUE","L","13.95","No","No","55",""
"7277RO-M","840295131108","ROYAL LACE TEDDY","7277","ROYAL BLUE","M","13.95","No","No","67","09/15/19"
"7277RO-S","840295131092","ROYAL LACE TEDDY","7277","ROYAL BLUE","S","13.95","No","No","28","09/15/19"
"7277R-L","840295126531","RED LACE TEDDY","7277","RED","L","13.95","No","No","0","08/15/18"
"7277R-M","840295126524","RED LACE TEDDY","7277","RED","M","13.95","No","No","0","02/23/21"
"7277R-S","840295126517","RED LACE TEDDY","7277","RED","S","13.95","No","No","0",""
"7277XB-1X","840295123950","BLACK LACE TEDDY","7277X","BLACK","1X","14.95","No","No","159","06/13/19"
"7277XB-2X","840295123967","BLACK LACE TEDDY","7277X","BLACK","2X","14.95","No","No","110","02/23/21"
"7277XB-3X","840295123974","BLACK LACE TEDDY","7277X","BLACK","3X","14.95","No","No","149",""
"7277XRO-1X","840295131122","ROYAL LACE TEDDY","7277X","ROYAL BLUE","1X","14.95","No","No","15","07/08/21"
"7277XRO-2X","840295131139","ROYAL LACE TEDDY","7277X","ROYAL BLUE","2X","14.95","No","No","58","09/15/19"
"7277XRO-3X","840295131146","ROYAL LACE TEDDY","7277X","ROYAL BLUE","3X","14.95","No","No","31","09/15/19"
"7277XR-1X","840295126548","RED LACE TEDDY","7277X","RED","1X","14.95","No","No","0",""
"7277XR-2X","840295126555","RED LACE TEDDY","7277X","RED","2X","14.95","No","No","0","02/23/21"
"7277XR-3X","840295126562","RED LACE TEDDY","7277X","RED","3X","14.95","No","No","0",""
"7277X-1X","840295124018","DUSTY ROSE LACE TEDDY","7277X","DUSTY ROSE","1X","14.95","No","No","41","06/28/18"
"7277X-2X","840295124025","DUSTY ROSE LACE TEDDY","7277X","DUSTY ROSE","2X","14.95","No","No","12",""
"7277X-3X","840295124032","DUSTY ROSE LACE TEDDY","7277X","DUSTY ROSE","3X","14.95","No","No","23",""
"7277-L","840295124001","DUSTY ROSE LACE TEDDY","7277","DUSTY ROSE","L","13.95","No","No","0",""
"7277-M","840295123998","DUSTY ROSE LACE TEDDY","7277","DUSTY ROSE","M","13.95","No","No","0",""
"7277-S","840295123981","DUSTY ROSE LACE TEDDY","7277","DUSTY ROSE","S","13.95","No","No","46","02/23/21"
"77004-L","840295143095","LACE TEDDY","77004","BABY PINK","L","13.95","No","No","287",""
"77004-M","840295143088","LACE TEDDY","77004","BABY PINK","M","13.95","No","No","307","01/15/22"
"77004-S","840295143071","LACE TEDDY","77004","BABY PINK","S","13.95","No","No","284",""
"77004-XL","840295143101","LACE TEDDY","77004","BABY PINK","XL","13.95","No","No","278",""
"77008X-1X","840295128054","MESH TEDDY W/ LACE HEM","77008X","SALMON","1X","5.5","Yes","No","0",""
"77008X-2X","840295128061","MESH TEDDY W/ LACE HEM","77008X","SALMON","2X","5.5","Yes","No","0",""
"77008X-3X","840295128078","MESH TEDDY W/ LACE HEM","77008X","SALMON","3X","5.5","Yes","No","0",""
"77008-L","840295128047","MESH TEDDY W/ LACE HEM","77008","SALMON","L","5","Yes","No","0",""
"77008-MSALE","840295128030","MESH TEDDY W/ LACE HEM","77008","SALMON","M","5","Yes","No","0",""
"77008-SSALE","840295128023","MESH TEDDY W/ LACE HEM","77008","SALMON","S","5","Yes","No","0","01/15/19"
"77010UB-L","840295142890","TEDDY W/ EYELASH LACE","77010","ULTRAMARINE","L","15.95","No","No","112",""
"77010UB-M","840295142883","TEDDY W/ EYELASH LACE","77010","ULTRAMARINE","M","15.95","No","No","101","01/15/22"
"77010UB-S","840295142876","TEDDY W/ EYELASH LACE","77010","ULTRAMARINE","S","15.95","No","No","108",""
"77010UB-XL","840295142906","TEDDY W/ EYELASH LACE","77010","ULTRAMARINE","XL","15.95","No","No","117",""
"77048-L","840295132778","LACE ROMPER","77048","BLACK","L","14.95","No","No","188",""
"77048-M","840295132761","LACE ROMPER","77048","BLACK","M","14.95","No","No","201",""
"77048-S","840295132754","LACE ROMPER","77048","BLACK","S","14.95","No","No","158",""
"77048-XL","840295132785","LACE ROMPER","77048","BLACK","XL","14.95","No","No","163",""
"77049-L","840295146782","TEDDY","77049","ANIMAL PRINT","L","12.95","No","No","225",""
"77049-M","840295146775","TEDDY","77049","ANIMAL PRINT","M","12.95","No","No","234","01/15/23"
"77049-S","840295146768","TEDDY","77049","ANIMAL PRINT","S","12.95","No","No","221","01/15/23"
"77049-XL","840295146799","TEDDY","77049","ANIMAL PRINT","XL","12.95","No","No","209",""
"77053DT-L","840295143491","TEDDIETTE W/DETACHABLE GARTERS","77053","DUSTY TURQUOISE","L","15.95","No","No","67",""
"77053DT-M","840295143484","TEDDIETTE W/DETACHABLE GARTERS","77053","DUSTY TURQUOISE","M","15.95","No","No","16","01/15/22"
"77053DT-S","840295143477","TEDDIETTE W/DETACHABLE GARTERS","77053","DUSTY TURQUOISE","S","15.95","No","No","66",""
"77053XDT-1X","840295143507","TEDDIETTE W/DETACHABLE GARTERS","77053X","DUSTY TURQUOISE","1X","16.95","No","No","58",""
"77053XDT-2X","840295143514","TEDDIETTE W/DETACHABLE GARTERS","77053X","DUSTY TURQUOISE","2X","16.95","No","No","71",""
"77053XDT-3X","840295143521","TEDDIETTE W/DETACHABLE GARTERS","77053X","DUSTY TURQUOISE","3X","16.95","No","No","89",""
"77053X-1X","840295139296","TEDDIETTE W/DETACHABLE GARTERS","77053X","ROSE WINE","1X","16.95","No","No","57","05/25/21"
"77053X-2X","840295139302","TEDDIETTE W/DETACHABLE GARTERS","77053X","ROSE WINE","2X","16.95","No","No","88",""
"77053X-3X","840295139319","TEDDIETTE W/DETACHABLE GARTERS","77053X","ROSE WINE","3X","16.95","No","No","98",""
"77053-L","840295139289","TEDDIETTE W/DETACHABLE GARTERS","77053","ROSE WINE","L","15.95","No","No","60",""
"77053-M","840295139272","TEDDIETTE W/DETACHABLE GARTERS","77053","ROSE WINE","M","15.95","No","No","56","01/20/21"
"77053-S","840295139265","TEDDIETTE W/DETACHABLE GARTERS","77053","ROSE WINE","S","15.95","No","No","6","01/20/21"
"77059-L","840295132891","TEDDY","77059","BLACK","L","11.95","No","No","252",""
"77059-M","840295132884","TEDDY","77059","BLACK","M","11.95","No","No","239",""
"77059-S","840295132877","TEDDY","77059","BLACK","S","11.95","No","No","242",""
"77059-XL","840295132907","TEDDY","77059","BLACK","XL","11.95","No","No","257",""
"77062X-1X","840295141718","VELVET AND LACE TEDDY","77062X","BLACK","1X","13.95","No","No","20","08/05/21"
"77062X-2X","840295141725","VELVET AND LACE TEDDY","77062X","BLACK","2X","13.95","No","No","61",""
"77062X-3X","840295141732","VELVET AND LACE TEDDY","77062X","BLACK","3X","13.95","No","No","78",""
"77062-L","840295141701","VELVET AND LACE TEDDY","77062","BLACK","L","12.95","No","No","67",""
"77062-M","840295141695","VELVET AND LACE TEDDY","77062","BLACK","M","12.95","No","No","55","08/05/21"
"77062-S","840295141688","VELVET AND LACE TEDDY","77062","BLACK","S","12.95","No","No","63","08/05/21"
"77072-LSALE","840295133096","DOTTED MESH TEDDIETTE","77072","BLACK","L","6.97","Yes","No","92","11/18/20"
"77072-MSALE","840295133089","DOTTED MESH TEDDIETTE","77072","BLACK","M","6.97","Yes","No","20",""
"77072-SSALE","840295133072","DOTTED MESH TEDDIETTE","77072","BLACK","S","6.97","Yes","No","123","01/16/22"
"77072-XLSALE","840295133102","DOTTED MESH TEDDIETTE","77072","BLACK","XL","6.97","Yes","No","138","01/15/20"
"77074-LSALE","840295133133","LACE & MESH TEDDIETTE","77074","MOCHA/BLACK","L","5","Yes","No","36",""
"77074-MSALE","840295133126","LACE & MESH TEDDIETTE","77074","MOCHA/BLACK","M","5","Yes","No","33",""
"77074-SSALE","840295133119","LACE & MESH TEDDIETTE","77074","MOCHA/BLACK","S","5","Yes","No","61","01/15/20"
"77074-XLSALE","840295133140","LACE & MESH TEDDIETTE","77074","MOCHA/BLACK","XL","5","Yes","No","56",""
"77075-L","840295136011","MESH & LACE TEDDY","77075","RED/BLACK","L","11.95","Yes","No","7","04/30/21"
"77075-M","840295136004","MESH & LACE TEDDY","77075","RED/BLACK","M","11.95","Yes","No","0","09/01/20"
"77075-S","840295135991","MESH & LACE TEDDY","77075","RED/BLACK","S","11.95","Yes","No","0","04/30/21"
"77075-XL","840295136028","MESH & LACE TEDDY","77075","RED/BLACK","XL","11.95","Yes","No","0",""
"77076-L","840295141923","TEDDY","77076","OCEAN","L","12.95","No","No","5","08/05/21"
"77076-M","840295141916","TEDDY","77076","OCEAN","M","12.95","No","No","5","08/05/21"
"77076-S","840295141909","TEDDY","77076","OCEAN","S","12.95","No","No","0","08/05/21"
"77076-XL","840295141930","TEDDY","77076","OCEAN","XL","12.95","No","No","0",""
"77080-L","840295133270","LYCRA JUMPSUIT","77080","BLACK","L","16.95","No","No","154",""
"77080-M","840295133263","LYCRA JUMPSUIT","77080","BLACK","M","16.95","No","No","126",""
"77080-S","840295133256","LYCRA JUMPSUIT","77080","BLACK","S","16.95","No","No","100",""
"77080-XL","840295133287","LYCRA JUMPSUIT","77080","BLACK","XL","16.95","No","No","122",""
"77081X-1X/2X","840295133317","LONG SLEEVE MESH TEDDY","77081X","BLACK","1X/2X","10.95","No","No","154",""
"77081X-3X/4X","840295133560","LONG SLEEVE MESH TEDDY","77081X","BLACK","3X/4X","10.95","No","No","93",""
"77083-LSALE","840295138664","LACE TEDDY W/UNDERWIRE CUPS","77083","MINT GREEN","L","6.47","Yes","No","28",""
"77083-MSALE","840295138657","LACE TEDDY W/UNDERWIRE CUPS","77083","MINT GREEN","M","6.47","Yes","No","11","01/20/21"
"77083-SSALE","840295138640","LACE TEDDY W/UNDERWIRE CUPS","77083","MINT GREEN","S","6.47","Yes","No","57",""
"77083-XLSALE","840295138671","LACE TEDDY W/UNDERWIRE CUPS","77083","MINT GREEN","XL","6.47","Yes","No","73","01/20/21"
"77084-L","840295133348","LYCRA ROMPER","77084","RED","L","12.95","No","No","90",""
"77084-M","840295133331","LYCRA ROMPER","77084","RED","M","12.95","No","No","72",""
"77084-S","840295133324","LYCRA ROMPER","77084","RED","S","12.95","No","No","37",""
"77084-XL","840295133355","LYCRA ROMPER","77084","RED","XL","12.95","No","No","47",""
"77085-L","840295133386","DEEP V LACE JUMPSUIT","77085","BLACK","L","15.95","No","No","137",""
"77085-M","840295133379","DEEP V LACE JUMPSUIT","77085","BLACK","M","15.95","No","No","132",""
"77085-S","840295133362","DEEP V LACE JUMPSUIT","77085","BLACK","S","15.95","No","No","77",""
"77085-XL","840295133393","DEEP V LACE JUMPSUIT","77085","BLACK","XL","15.95","No","No","97",""
"77086X-1X","840295138053","BLUSH EYELASH LACE TEDDY","77086X","BLUSH","1X","13.95","No","No","145",""
"77086X-2X","840295138060","BLUSH EYELASH LACE TEDDY","77086X","BLUSH","2X","13.95","No","No","119",""
"77086X-3X","840295138077","BLUSH EYELASH LACE TEDDY","77086X","BLUSH","3X","13.95","No","No","130",""
"77086-L","840295138046","BLUSH EYELASH LACE TEDDY","77086","BLUSH","L","12.95","No","No","129",""
"77086-M","840295138039","BLUSH EYELASH LACE TEDDY","77086","BLUSH","M","12.95","No","No","122","05/25/21"
"77086-S","840295138022","BLUSH EYELASH LACE TEDDY","77086","BLUSH","S","12.95","No","No","114",""
"77088-L","840295136219","MESH & LACE TEDDY","77088","MIDNIGHT BLUE","L","11.95","No","No","225",""
"77088-M","840295136202","MESH & LACE TEDDY","77088","MIDNIGHT BLUE","M","11.95","No","No","198","03/28/21"
"77088-S","840295136196","MESH & LACE TEDDY","77088","MIDNIGHT BLUE","S","11.95","No","No","218",""
"77088-XL","840295136226","MESH & LACE TEDDY","77088","MIDNIGHT BLUE","XL","11.95","No","No","211",""
"77089-L","840295136318","MESH & LACE TEDDY","77089","RED","L","12.95","No","No","0",""
"77089-M","840295136301","MESH & LACE TEDDY","77089","RED","M","12.95","No","No","0","09/01/20"
"77089-S","840295136295","MESH & LACE TEDDY","77089","RED","S","12.95","No","No","0","06/01/21"
"77089-XL","840295136325","MESH & LACE TEDDY","77089","RED","XL","12.95","No","No","0",""
"77091-LSALE","840295143699","MESH & LACE TEDDY","77091","MARINA BLUE","L","6.47","Yes","No","143",""
"77091-MSALE","840295143682","MESH & LACE TEDDY","77091","MARINA BLUE","M","6.47","Yes","No","132","01/15/22"
"77091-SSALE","840295143675","MESH & LACE TEDDY","77091","MARINA BLUE","S","6.47","Yes","No","160","01/15/22"
"77091-XLSALE","840295143705","MESH & LACE TEDDY","77091","MARINA BLUE","XL","6.47","Yes","No","137",""
"77093XR-3XSALE","840295142272","TEDDY","77093XR","RED","3X","7.25","Yes","No","18",""
"77093X-1X","840295136400","MESH & LACE TEDDY","77093X","BURGUNDY","1X","14.5","No","No","81","07/08/21"
"77093X-2X","840295136417","MESH & LACE TEDDY","77093X","BURGUNDY","2X","14.5","No","No","94","02/15/21"
"77093X-3X","840295136424","MESH & LACE TEDDY","77093X","BURGUNDY","3X","14.5","No","No","80",""
"77093-L","840295136394","MESH & LACE TEDDY","77093","BURGUNDY","L","13.5","No","No","84","02/15/21"
"77093-M","840295136387","MESH & LACE TEDDY","77093","BURGUNDY","M","13.5","No","No","106","02/15/21"
"77093-S","840295136370","MESH & LACE TEDDY","77093","BURGUNDY","S","13.5","No","No","47","07/08/21"
"77094-LSALE","840295143590","LONG SLEEVE LACE TEDDY","77094","JADE","L","6.97","Yes","No","61",""
"77094-MSALE","840295143583","LONG SLEEVE LACE TEDDY","77094","JADE","M","6.97","Yes","No","41","01/15/22"
"77094-SSALE","840295143576","LONG SLEEVE LACE TEDDY","77094","JADE","S","6.97","Yes","No","57",""
"77094-XLSALE","840295143606","LONG SLEEVE LACE TEDDY","77094","JADE","XL","6.97","Yes","No","65",""
"77095-LSALE","840295142692","LACE TEDDY","77095","WHITE","L","6.47","Yes","No","43",""
"77095-MSALE","840295142685","LACE TEDDY","77095","WHITE","M","6.47","Yes","No","0","01/15/22"
"77095-SSALE","840295142678","LACE TEDDY","77095","WHITE","S","6.47","Yes","No","20",""
"77095-XLSALE","840295142708","LACE TEDDY","77095","WHITE","XL","6.47","Yes","No","46",""
"77096X-1X","840295137681","HOOK & EYE ROMPER","77096X","BLACK","1X","15.95","No","No","139",""
"77096X-2X","840295137698","HOOK & EYE ROMPER","77096X","BLACK","2X","15.95","No","No","100",""
"77096X-3X","840295137704","HOOK & EYE ROMPER","77096X","BLACK","3X","15.95","No","No","92",""
"77096-L","840295137674","HOOK & EYE ROMPER","77096","BLACK","L","14.95","No","No","125",""
"77096-M","840295137667","HOOK & EYE ROMPER","77096","BLACK","M","14.95","No","No","178",""
"77096-S","840295137650","HOOK & EYE ROMPER","77096","BLACK","S","14.95","No","No","126",""
"77102M-LSALE","840295143194","CROCHET & MESH TEDDY","77102","MINT GREEN","L","6.47","Yes","No","172",""
"77102M-MSALE","840295143187","CROCHET & MESH TEDDY","77102","MINT GREEN","M","6.47","Yes","No","166","01/15/22"
"77102M-SSALE","840295143170","CROCHET & MESH TEDDY","77102","MINT GREEN","S","6.47","Yes","No","173","01/15/22"
"77102M-XLSALE","840295143200","CROCHET & MESH TEDDY","77102","MINT GREEN","XL","6.47","Yes","No","177","01/15/22"
"77102-LSALE","840295138800","CROCHET & MESH TEDDY","77102","WHITE","L","6.47","Yes","No","40",""
"77102-MSALE","840295138794","CROCHET & MESH TEDDY","77102","WHITE","M","6.47","Yes","No","8","01/20/21"
"77102-SSALE","840295138787","CROCHET & MESH TEDDY","77102","WHITE","S","6.47","Yes","No","24","05/25/21"
"77102-XLSALE","840295138817","CROCHET & MESH TEDDY","77102","WHITE","XL","6.47","Yes","No","94",""
"77107-L","840295138909","POLKA DOT MESH TEDDY","77107","BRIGHT AQUA","L","13.95","Yes","No","17",""
"77107-M","840295138893","POLKA DOT MESH TEDDY","77107","BRIGHT AQUA","M","13.95","Yes","No","10","01/20/21"
"77107-S","840295138886","POLKA DOT MESH TEDDY","77107","BRIGHT AQUA","S","13.95","Yes","No","11","01/20/21"
"77107-XL","840295138916","POLKA DOT MESH TEDDY","77107","BRIGHT AQUA","XL","13.95","Yes","No","16",""
"77108-L","840295141602","TEDDY","77108","RED","L","12.95","No","No","43",""
"77108-M","840295141596","TEDDY","77108","RED","M","12.95","No","No","26","08/05/21"
"77108-S","840295141589","TEDDY","77108","RED","S","12.95","No","No","24",""
"77108-XL","840295141619","TEDDY","77108","RED","XL","12.95","No","No","85",""
"77109X-1X","840295147512","LONG SLEEVE TEDDY","77109X","BABY PINK","1X","15.95","No","No","190",""
"77109X-2X","840295147529","LONG SLEEVE TEDDY","77109X","BABY PINK","2X","15.95","No","No","151",""
"77109X-3X","840295147536","LONG SLEEVE TEDDY","77109X","BABY PINK","3X","15.95","No","No","134",""
"77109-L","840295147505","LONG SLEEVE TEDDY","77109","BABY PINK","L","14.95","No","No","184",""
"77109-M","840295147499","LONG SLEEVE TEDDY","77109","BABY PINK","M","14.95","No","No","159","01/15/23"
"77109-S","840295147482","LONG SLEEVE TEDDY","77109","BABY PINK","S","14.95","No","No","142",""
"77110-LSALE","840295138169","LACE ROMPER","77110","COTTON CANDY","L","6.97","Yes","No","0",""
"77110-MSALE","840295138152","LACE ROMPER","77110","COTTON CANDY","M","6.97","Yes","No","0",""
"77110-SSALE","840295138145","LACE ROMPER","77110","COTTON CANDY","S","6.97","Yes","No","6","09/09/21"
"77110-XLSALE","840295138176","LACE ROMPER","77110","COTTON CANDY","XL","6.97","Yes","No","0",""
"77120-LSALE","840295146171","VELVET TEDDY","77120","BURGUNDY","L","7.47","Yes","No","80",""
"77120-MSALE","840295146164","VELVET TEDDY","77120","BURGUNDY","M","7.47","Yes","No","100","08/09/22"
"77120-SSALE","840295146157","VELVET TEDDY","77120","BURGUNDY","S","7.47","Yes","No","98",""
"77120-XLSALE","840295146188","VELVET TEDDY","77120","BURGUNDY","XL","7.47","Yes","No","116",""
"77121X-1X","840295138992","EYELASH TEDDY W/VELVET TRIM","77121X","MIDNIGHT BLUE","1X","14.95","No","No","37",""
"77121X-2X","840295139005","EYELASH TEDDY W/VELVET TRIM","77121X","MIDNIGHT BLUE","2X","14.95","No","No","31",""
"77121X-3X","840295139012","EYELASH TEDDY W/VELVET TRIM","77121X","MIDNIGHT BLUE","3X","14.95","No","No","85","03/25/22"
"77121-L","840295138985","EYELASH TEDDY W/VELVET TRIM","77121","MIDNIGHT BLUE","L","13.95","No","No","50",""
"77121-M","840295138978","EYELASH TEDDY W/VELVET TRIM","77121","MIDNIGHT BLUE","M","13.95","No","No","27","01/20/21"
"77121-S","840295138961","EYELASH TEDDY W/VELVET TRIM","77121","MIDNIGHT BLUE","S","13.95","No","No","27","03/25/22"
"77122-L","840295139104","MESH & EYELASH LACE TEDDIETTE","77122","BABY BLUE","L","13.95","No","No","222","01/20/21"
"77122-M","840295139098","MESH & EYELASH LACE TEDDIETTE","77122","BABY BLUE","M","13.95","No","No","190","01/20/21"
"77122-S","840295139081","MESH & EYELASH LACE TEDDIETTE","77122","BABY BLUE","S","13.95","No","No","216",""
"77122-XL","840295139111","MESH & EYELASH LACE TEDDIETTE","77122","BABY BLUE","XL","13.95","No","No","227","01/20/21"
"77125X-1X","840295138459","CROTCHLESS LACE ROMPER","77125X","CINNAMON SPICE","1X","13.95","No","No","0","03/06/22"
"77125X-2X","840295138466","CROTCHLESS LACE ROMPER","77125X","CINNAMON SPICE","2X","13.95","No","No","25",""
"77125X-3X","840295138473","CROTCHLESS LACE ROMPER","77125X","CINNAMON SPICE","3X","13.95","No","No","73",""
"77125-L","840295138442","CROTCHLESS LACE ROMPER","77125","CINNAMON SPICE","L","12.95","No","No","6",""
"77125-M","840295138435","CROTCHLESS LACE ROMPER","77125","CINNAMON SPICE","M","12.95","No","No","28","01/20/21"
"77125-S","840295138428","CROTCHLESS LACE ROMPER","77125","CINNAMON SPICE","S","12.95","No","No","115","03/25/23"
"77127-L","840295142166","TEDDIETTE","77127","PLAID","L","13.95","No","No","71",""
"77127-M","840295142159","TEDDIETTE","77127","PLAID","M","13.95","No","No","42","08/05/21"
"77127-S","840295142142","TEDDIETTE","77127","PLAID","S","13.95","No","No","55",""
"77127-XL","840295142173","TEDDIETTE","77127","PLAID","XL","13.95","No","No","110",""
"77131-L","840295143798","MESH & LACE TEDDY","77131","BLACK/JADE","L","13.95","Yes","No","105",""
"77131-M","840295143781","MESH & LACE TEDDY","77131","BLACK/JADE","M","13.95","Yes","No","104","01/15/22"
"77131-S","840295143774","MESH & LACE TEDDY","77131","BLACK/JADE","S","13.95","Yes","No","108",""
"77131-XL","840295143804","MESH & LACE TEDDY","77131","BLACK/JADE","XL","13.95","Yes","No","103",""
"77135-LSALE","840295141404","TEDDY","77135","DARK PURPLE","L","6.97","Yes","No","154",""
"77135-MSALE","840295141398","TEDDY","77135","DARK PURPLE","M","6.97","Yes","No","131",""
"77135-SSALE","840295141381","TEDDY","77135","DARK PURPLE","S","6.97","Yes","No","187",""
"77135-XLSALE","840295141411","TEDDY","77135","DARK PURPLE","XL","6.97","Yes","No","135","02/15/22"
"77136-L","840295144351","TEDDY","77136","BLACK","L","13.5","Yes","No","0",""
"77136-XL","840295144368","TEDDY","77136","BLACK","XL","13.5","Yes","No","15",""
